"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","should on clicking collapse all remove expandedPanelSections param from url and set isObjectInfoPanelOpen in context to false","EdgeInfoHeader","Sat Mar 07 20:41:59 UTC 2026","passed","Sat Mar 07 20:41:59 UTC 2026","","","",""
"","683","disables confirm button until extension name is typed correctly","ActiveExtensionsCard","Sat Mar 07 20:39:31 UTC 2026","passed","Sat Mar 07 20:39:32 UTC 2026","","","",""
"","3","returns empty array when environments is empty","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","with empty environments","",""
"","3","returns false if value is 'string'","searchParams","Sat Mar 07 20:41:48 UTC 2026","passed","Sat Mar 07 20:41:48 UTC 2026","","isEmptyParam","",""
"","43","displays no data message when there are no extensions","ActiveExtensionsCard","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","","",""
"","0","should handle the well formed entities","Evaluating the entity display name from a given entity","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"","47","should display an error message if data does not return from the API","Context Selector Error","Sat Mar 07 20:40:26 UTC 2026","passed","Sat Mar 07 20:40:26 UTC 2026","","","",""
"Test cases for TestVersion_GreaterThan","1","TestVersion_GreaterThan","","Sat Mar 07 20:39:10 UTC 2026","passed","Sat Mar 07 20:39:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestVersion_GreaterThan","TestVersion_GreaterThan"
"","533","does fires TagToZoneDialog when the Zone option is clicked","TagToZoneLabel","Sat Mar 07 20:39:22 UTC 2026","passed","Sat Mar 07 20:39:23 UTC 2026","","","",""
"Test cases for TestParseLimitQueryParameter_Invalid","0","TestParseLimitQueryParameter_Invalid","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_Invalid","TestParseLimitQueryParameter_Invalid"
"","58","should render a label and version number when expanded","MainNav","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","","",""
"Test cases for Test_ParseAndValidate","9","Test_ParseAndValidate","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/chow/ingestvalidator/Test_ParseAndValidate","Test_ParseAndValidate"
"","226","renders the Rule Tab content when Rule tab is chosen","Selected Details Tab Content","Sat Mar 07 20:42:25 UTC 2026","passed","Sat Mar 07 20:42:26 UTC 2026","","","",""
"","790","should not have less characters than the minimum requirement","CreateUserForm","Sat Mar 07 20:39:44 UTC 2026","passed","Sat Mar 07 20:39:45 UTC 2026","","","",""
"","0","An unknown error occurred when fetching the data","Getting the text for the disabled item display for a search when there are no results","Sat Mar 07 20:41:23 UTC 2026","passed","Sat Mar 07 20:41:23 UTC 2026","","Error states","",""
"","278","displays expected results when searching by label","SearchCurrentNodes","Sat Mar 07 20:41:30 UTC 2026","passed","Sat Mar 07 20:41:30 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_SelfDisable","789","TestManagementResource_UpdateUser_SelfDisable","","Sat Mar 07 20:38:58 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_SelfDisable","TestManagementResource_UpdateUser_SelfDisable"
"Test cases for TestFloatFromPtr","0","TestFloatFromPtr","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFromPtr","TestFloatFromPtr"
"Test cases for TestResources_GetContainerEntityInfo","233","TestResources_GetContainerEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetContainerEntityInfo","TestResources_GetContainerEntityInfo"
"","224","displays validation error messages when Save button is clicked and no form input is provided","PasswordDialog","Sat Mar 07 20:39:36 UTC 2026","passed","Sat Mar 07 20:39:36 UTC 2026","","","",""
"Test cases for TestAssetGroupMembers_Filter_NotEquals","0","TestAssetGroupMembers_Filter_NotEquals","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_Filter_NotEquals","TestAssetGroupMembers_Filter_NotEquals"
"Test cases for TestSavedQueries_IsString","0","TestSavedQueries_IsString","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestSavedQueries_IsString","TestSavedQueries_IsString"
"Test cases for TestResources_GetAssetGroup","3","TestResources_GetAssetGroup","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroup","TestResources_GetAssetGroup"
"","0","should handle an entity that has an empty name property","Evaluating the entity display name from a given entity","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_UserSelfModify","891","TestManagementResource_UpdateUser_UserSelfModify","","Sat Mar 07 20:38:59 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_UserSelfModify","TestManagementResource_UpdateUser_UserSelfModify"
"Test cases for TestGraphQuery_RawCypherQuery","11","TestGraphQuery_RawCypherQuery","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_RawCypherQuery","TestGraphQuery_RawCypherQuery"
"","144","links to the specified route with global params intact","AppLink","Sat Mar 07 20:41:36 UTC 2026","passed","Sat Mar 07 20:41:37 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthProviders","0","TestManagementResource_ListAuthProviders","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthProviders","TestManagementResource_ListAuthProviders"
"Test cases for TestManagementResource_ListRoles_SortingError","0","TestManagementResource_ListRoles_SortingError","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_SortingError","TestManagementResource_ListRoles_SortingError"
"","325","AZRole information panel will not display a section for PIM Assignments","EntityInfoContent","Sat Mar 07 20:41:07 UTC 2026","passed","Sat Mar 07 20:41:07 UTC 2026","","","",""
"","1","should recognize a common properties","validating a node property against the shared generated schema","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"Test cases for TestTimeIsZero","0","TestTimeIsZero","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeIsZero","TestTimeIsZero"
"","308","closes confirmation dialog when cancel is clicked","ActiveExtensionsCard","Sat Mar 07 20:39:31 UTC 2026","passed","Sat Mar 07 20:39:31 UTC 2026","","","",""
"Test cases for TestManagementResource_GetAZEntity","128","TestManagementResource_GetAZEntity","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestManagementResource_GetAZEntity","TestManagementResource_GetAZEntity"
"Test cases for Test_hasCycle","0","Test_hasCycle","","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"Test cases for TestAuth_CreateSSOSession","1","TestAuth_CreateSSOSession","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestAuth_CreateSSOSession","TestAuth_CreateSSOSession"
"","133","Disable Analyze Now and change to Analyzing if datapipe status is different from ""idle""","AnalyzeNowConfiguration","Sat Mar 07 20:40:29 UTC 2026","passed","Sat Mar 07 20:40:30 UTC 2026","","","",""
"Test cases for TestResources_GetShortestPath_ETAC","40","TestResources_GetShortestPath_ETAC","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath_ETAC","TestResources_GetShortestPath_ETAC"
"","1","runs a cypher search when the query param is set to ""cypher""","useExploreGraph","Sat Mar 07 20:40:49 UTC 2026","passed","Sat Mar 07 20:40:49 UTC 2026","","exploreGraphQueryFactory","",""
"Test cases for TestUnmarshalInt","0","TestUnmarshalInt","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt","TestUnmarshalInt"
"Test cases for TestBuildErrorResponseInternalServerError","0","TestBuildErrorResponseInternalServerError","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseInternalServerError","TestBuildErrorResponseInternalServerError"
"","0","uses the correct entity name in the Object ID message","getErrorMessage","Sat Mar 07 20:39:53 UTC 2026","passed","Sat Mar 07 20:39:53 UTC 2026","","","",""
"Test cases for TestTextUnmarshalBool","1","TestTextUnmarshalBool","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalBool","TestTextUnmarshalBool"
"Test cases for TestBoolFromPtr","0","TestBoolFromPtr","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFromPtr","TestBoolFromPtr"
"","303","should render a TagToZoneLabelDialog component","TagToZoneLabelDialog","Sat Mar 07 20:41:21 UTC 2026","passed","Sat Mar 07 20:41:21 UTC 2026","","","",""
"","84","renders with a selected icon","Glyph Select Dialog","Sat Mar 07 20:42:47 UTC 2026","passed","Sat Mar 07 20:42:48 UTC 2026","","","",""
"","125","should display the ""User Information"" header","UserProfile","Sat Mar 07 20:40:21 UTC 2026","passed","Sat Mar 07 20:40:21 UTC 2026","","","",""
"","0","returns true if value is null","searchParams","Sat Mar 07 20:41:48 UTC 2026","passed","Sat Mar 07 20:41:48 UTC 2026","","isEmptyParam","",""
"","26","does not render the analysis toggle when multi tier analysis enabled is false","Tag Form","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","","",""
"","345","should display a ""Change Password"" modal","UserProfile","Sat Mar 07 20:40:21 UTC 2026","passed","Sat Mar 07 20:40:22 UTC 2026","","""Reset Password"" button is clicked","",""
"Test cases for TestMarshalInt","0","TestMarshalInt","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt","TestMarshalInt"
"","2","uses sequentialLayout by default","Explore utils","Sat Mar 07 20:43:45 UTC 2026","passed","Sat Mar 07 20:43:45 UTC 2026","","initGraph","",""
"Test cases for TestResources_GetEdgeRelayTargets","117","TestResources_GetEdgeRelayTargets","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEdgeRelayTargets","TestResources_GetEdgeRelayTargets"
"","0","calls transformToFlatGraphResponse when graphData matches GraphResponse interface","normalizeGraphDataForSigma","Sat Mar 07 20:44:08 UTC 2026","passed","Sat Mar 07 20:44:08 UTC 2026","","","",""
"","333","has user filters","FileIngestFilterDialog","Sat Mar 07 20:39:55 UTC 2026","passed","Sat Mar 07 20:39:55 UTC 2026","","User Select","",""
"Test cases for TestTextUnmarshalFloat","0","TestTextUnmarshalFloat","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalFloat","TestTextUnmarshalFloat"
"Test cases for TestPredefinedSIDSuffixes","0","TestPredefinedSIDSuffixes","","Sat Mar 07 20:39:12 UTC 2026","passed","Sat Mar 07 20:39:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestPredefinedSIDSuffixes","TestPredefinedSIDSuffixes"
"","10","populates the cypher search field with the decoded query when the associated query params are set","useCypherSearch","Sat Mar 07 20:42:46 UTC 2026","passed","Sat Mar 07 20:42:46 UTC 2026","","","",""
"","55","if a hint is given, it show date placeholder on focus, restores hint on blur","ManagedDatePicker - placeholders","Sat Mar 07 20:41:08 UTC 2026","passed","Sat Mar 07 20:41:08 UTC 2026","","","",""
"","10","applies animation class to the title","ProcessingIndicator","Sat Mar 07 20:43:09 UTC 2026","passed","Sat Mar 07 20:43:09 UTC 2026","","","",""
"","282","should call performSearch on keyboard press alt+R","CypherSearch","Sat Mar 07 20:41:17 UTC 2026","passed","Sat Mar 07 20:41:17 UTC 2026","","","",""
"","0","properly displays bitwise integers","Formatting number properties","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery","0","TestResources_DeleteSavedQuery","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery","TestResources_DeleteSavedQuery"
"Test cases for TestExpireUserAuthSecret_Success","0","TestExpireUserAuthSecret_Success","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"","125","Should display headers for member name and count","AssetGroupMemberList","Sat Mar 07 20:42:29 UTC 2026","passed","Sat Mar 07 20:42:29 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"Test cases for TestManagementResource_ListAuthTokens_Filtered","0","TestManagementResource_ListAuthTokens_Filtered","","Sat Mar 07 20:39:06 UTC 2026","passed","Sat Mar 07 20:39:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Filtered","TestManagementResource_ListAuthTokens_Filtered"
"","300","renders the Import Query Dialog","ImportQueryDialog","Sat Mar 07 20:43:00 UTC 2026","passed","Sat Mar 07 20:43:00 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","0","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase"
"Test cases for TestLoginResource_Logout","21","TestLoginResource_Logout","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginResource_Logout","TestLoginResource_Logout"
"","177","fires editQuery in context provider","ListItemActionMenu","Sat Mar 07 20:41:52 UTC 2026","passed","Sat Mar 07 20:41:52 UTC 2026","","","",""
"","16","selector members refetches on envrionment change","the useAssetGroupTags utilities","Sat Mar 07 20:39:59 UTC 2026","passed","Sat Mar 07 20:39:59 UTC 2026","","","",""
"","55","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","","",""
"","712","displays must be new password error messages when current password is the same as new password","PasswordDialog","Sat Mar 07 20:39:38 UTC 2026","passed","Sat Mar 07 20:39:39 UTC 2026","","","",""
"Test cases for TestQueries_GetEntityResults","0","TestQueries_GetEntityResults","","Sat Mar 07 20:38:56 UTC 2026","passed","Sat Mar 07 20:38:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_GetEntityResults","TestQueries_GetEntityResults"
"","266","sets the calendar date to match the valid","ManagedDatePicker - value","Sat Mar 07 20:41:09 UTC 2026","passed","Sat Mar 07 20:41:09 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","0","TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","","Sat Mar 07 20:39:06 UTC 2026","passed","Sat Mar 07 20:39:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn"
"","316","should call ""onSave"" one time","Enable2FADialog","Sat Mar 07 20:41:58 UTC 2026","passed","Sat Mar 07 20:41:59 UTC 2026","user clicks ""Disable Multi-Factor Authentication"" button","user enters valid password","",""
"Test cases for TestResources_ListEdgeTypes","89","TestResources_ListEdgeTypes","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListEdgeTypes","TestResources_ListEdgeTypes"
"Test cases for TestDisenrollMFA_Success","816","TestDisenrollMFA_Success","","Sat Mar 07 20:39:08 UTC 2026","passed","Sat Mar 07 20:39:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Success","TestDisenrollMFA_Success"
"Test cases for TestManagementResource_GetSelf","0","TestManagementResource_GetSelf","","Sat Mar 07 20:39:01 UTC 2026","passed","Sat Mar 07 20:39:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetSelf","TestManagementResource_GetSelf"
"","1934","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Sat Mar 07 20:39:42 UTC 2026","passed","Sat Mar 07 20:39:44 UTC 2026","","","",""
"Test cases for TestEndNodes","0","TestEndNodes","","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestEndNodes","TestEndNodes"
"","26","displays CaretDown icon when the sortOrder is desc","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","SortableHeader","",""
"","1","handles unix time values by converting them to our standard date display format","Formatting number properties","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"Test cases for TestGetPageParamsForGraphQuery","0","TestGetPageParamsForGraphQuery","","Sat Mar 07 20:39:09 UTC 2026","passed","Sat Mar 07 20:39:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetPageParamsForGraphQuery","TestGetPageParamsForGraphQuery"
"","60","Validate Displays all the Roles","useListDisplayRoles","Sat Mar 07 20:39:54 UTC 2026","passed","Sat Mar 07 20:39:54 UTC 2026","","","",""
"","46","clicking a disabled header does not toggle content","<DetailsAccordion />","Sat Mar 07 20:40:01 UTC 2026","passed","Sat Mar 07 20:40:01 UTC 2026","","","",""
"","9","optionally allows the consumer to pass a query to performSearch() and adds that query to the url","useCypherSearch","Sat Mar 07 20:42:46 UTC 2026","passed","Sat Mar 07 20:42:46 UTC 2026","","","",""
"","12","does not include OpenGraph edges when the associated feature flag is disabled","useEdgeCategories","Sat Mar 07 20:40:16 UTC 2026","passed","Sat Mar 07 20:40:16 UTC 2026","","","",""
"Test cases for TestResources_GetRootCAEntityInfo","232","TestResources_GetRootCAEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetRootCAEntityInfo","TestResources_GetRootCAEntityInfo"
"","472","accepts a valid file and allows the user to continue through the upload process","File Upload","Sat Mar 07 20:40:55 UTC 2026","passed","Sat Mar 07 20:40:56 UTC 2026","","","",""
"Test cases for TestJSONFloat_MarshalJSON_NaN","0","TestJSONFloat_MarshalJSON_NaN","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON_NaN","TestJSONFloat_MarshalJSON_NaN"
"","267","disables GraphButton when isCurrentSearchOpen is true","GraphControls","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","Searching current results","",""
"","1","combines collected and risk filters","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","combined filters","",""
"Test cases for Test_formatSearchResults_limit","0","Test_formatSearchResults_limit","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_formatSearchResults_limit","Test_formatSearchResults_limit"
"Test cases for TestMatches_FailureModel","0","TestMatches_FailureModel","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureModel","TestMatches_FailureModel"
"","63","displays active styles for the selected layout when explore table is enabled","GraphControls","Sat Mar 07 20:39:49 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","Selecting a layout","",""
"","547","runs the query and calls dispatch to set the node results","PrivilegeZonesCypherEditor Search component for Zone Management","Sat Mar 07 20:42:11 UTC 2026","passed","Sat Mar 07 20:42:12 UTC 2026","","","",""
"","9","fully replaces state","useObjectState","Sat Mar 07 20:42:30 UTC 2026","passed","Sat Mar 07 20:42:30 UTC 2026","","","",""
"","7","renders highlight only for active member when memberId is present","SelectedHighlight","Sat Mar 07 20:42:21 UTC 2026","passed","Sat Mar 07 20:42:21 UTC 2026","","","",""
"","186","shows all extensions when search is cleared","ActiveExtensionsCard","Sat Mar 07 20:39:30 UTC 2026","passed","Sat Mar 07 20:39:30 UTC 2026","","","",""
"","3","succeeds for valid password","testPassword","Sat Mar 07 20:43:07 UTC 2026","passed","Sat Mar 07 20:43:07 UTC 2026","","","",""
"","74","takes the param appendQueryKey and will append that value to the existing queryKey","useAvailableEnvironments","Sat Mar 07 20:42:19 UTC 2026","passed","Sat Mar 07 20:42:19 UTC 2026","","useAvailableEnvironments","",""
"","248","sets a primarySearch=id and searchType=pathfinding when secondarySearch is truthy","ContextMenu","Sat Mar 07 20:43:43 UTC 2026","passed","Sat Mar 07 20:43:43 UTC 2026","","","",""
"Test cases for TestInvalidValueError","0","TestInvalidValueError","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestInvalidValueError","TestInvalidValueError"
"Test cases for Test_FixtureTeardown","1","Test_FixtureTeardown","","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureTeardown","Test_FixtureTeardown"
"Test cases for Test_validateGraphExtension","3","Test_validateGraphExtension","","Sat Mar 07 20:38:58 UTC 2026","passed","Sat Mar 07 20:38:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/Test_validateGraphExtension","Test_validateGraphExtension"
"Test cases for TestContextMiddlewareBypassDisabled","0","TestContextMiddlewareBypassDisabled","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddlewareBypassDisabled","TestContextMiddlewareBypassDisabled"
"Test cases for TestGenerateQRCodeBase64","10","TestGenerateQRCodeBase64","","Sat Mar 07 20:38:46 UTC 2026","passed","Sat Mar 07 20:38:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestGenerateQRCodeBase64","TestGenerateQRCodeBase64"
"Test cases for TestResources_GetNTAuthStoreEntityInfo","232","TestResources_GetNTAuthStoreEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetNTAuthStoreEntityInfo","TestResources_GetNTAuthStoreEntityInfo"
"Test cases for TestTagScanner_NextTopLevelTag","0","TestTagScanner_NextTopLevelTag","","Sat Mar 07 20:38:59 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestTagScanner_NextTopLevelTag","TestTagScanner_NextTopLevelTag"
"Test cases for TestManagementResource_DeleteUser_Success","695","TestManagementResource_DeleteUser_Success","","Sat Mar 07 20:39:03 UTC 2026","passed","Sat Mar 07 20:39:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_Success","TestManagementResource_DeleteUser_Success"
"","14","displays contact admin message when hidden edge is true","EdgeInfoContent","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","EdgeInfoContent support for hidden edges","",""
"Test cases for TestSignRequestValuesSuccess","1","TestSignRequestValuesSuccess","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesSuccess","TestSignRequestValuesSuccess"
"Test cases for TestResources_GetDomainEntityInfo","1","TestResources_GetDomainEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetDomainEntityInfo","TestResources_GetDomainEntityInfo"
"Test cases for TestBuildErrorResponseConflict","0","TestBuildErrorResponseConflict","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseConflict","TestBuildErrorResponseConflict"
"Test cases for TestJSONFloat_MarshalJSON","1","TestJSONFloat_MarshalJSON","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON","TestJSONFloat_MarshalJSON"
